Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
79,,,2,1,2,2,10,23,420,540,1,5
80,,,3,1,2,2,77,26,420,540,3,5
81,,,5,2,2,2,53,45,60,180,1,5
82,,,4,2,2,2,16,95,420,540,2,5
83,,,6,2,2,2,6,89,180,300,2,5
84,,,7,2,2,2,99,53,0,300,3,5
85,,,9,2,2,2,73,48,60,180,2,5
86,,,2,2,2,2,94,20,300,600,1,5
87,,,8,2,2,2,72,44,180,300,4,5
88,,,8,2,2,2,12,2,300,420,2,5
89,,,3,2,2,2,38,24,300,420,1,5
90,,,8,2,2,2,57,47,420,540,1,5
91,,,8,2,2,2,89,5,300,600,1,5
92,,,4,2,2,2,37,54,420,540,2,5
93,,,8,2,2,2,45,60,180,300,3,5
94,,,5,2,2,2,35,40,180,300,2,5
95,,,3,2,2,2,26,52,60,180,4,5
96,,,8,2,2,2,86,83,300,600,1,5
97,,,4,2,2,2,60,28,180,300,4,5
98,,,2,2,2,2,97,22,180,300,3,5
99,,,5,2,2,2,94,60,0,300,4,5
100,,,4,2,2,2,88,17,180,300,1,5
101,,,1,1,2,2,43,78,300,600,1,5
102,,,5,2,2,2,67,43,0,300,2,5
103,,,6,1,2,2,8,0,300,600,2,5
104,,,6,2,2,2,2,14,0,300,4,5
105,,,7,2,2,2,35,0,60,180,4,5
106,,,8,2,2,2,96,49,180,300,3,5
107,,,6,1,2,2,34,92,300,600,3,5
108,,,9,2,2,2,26,58,300,420,4,5
109,,,9,2,2,2,69,23,60,180,3,5
110,,,8,1,2,2,49,44,420,540,4,5
111,,,5,2,2,2,5,30,0,300,2,5
112,,,4,1,2,2,52,89,300,600,1,5
113,,,4,2,2,2,68,89,420,540,1,5
114,,,6,2,2,2,42,24,60,180,3,5
115,,,4,2,2,2,36,33,180,300,4,5
116,,,2,1,2,2,32,80,300,600,4,5
117,,,6,2,2,2,2,64,180,300,1,5
118,,,2,1,2,2,80,29,420,540,2,5
119,,,6,1,2,2,42,91,420,540,3,5
120,,,7,1,2,2,52,80,300,600,3,5
121,,,9,2,2,2,18,4,300,420,1,5
122,,,6,2,2,2,18,7,0,300,1,5
123,,,7,2,2,2,39,14,180,300,4,5
124,,,2,2,2,2,4,33,300,600,4,5
125,,,8,2,2,2,52,68,60,180,1,5
126,,,4,2,2,2,74,10,60,180,3,5
127,,,5,2,2,2,74,92,300,420,2,5
128,,,7,1,2,2,6,71,300,600,1,5
129,,,3,1,2,2,4,28,300,600,3,5
130,,,4,1,2,2,91,33,300,600,3,5
131,,,7,2,2,2,29,12,300,420,2,5
132,,,6,2,2,2,73,37,60,180,3,5
133,,,8,1,2,2,55,29,300,600,4,5
134,,,8,2,2,2,58,12,180,300,1,5
135,,,3,2,2,2,8,88,60,180,1,5
136,,,3,2,2,2,60,19,60,180,1,5
137,,,4,2,2,2,1,13,60,180,4,5
138,,,8,1,2,2,20,80,300,600,4,5
139,,,3,1,2,2,6,71,300,600,1,5
140,,,4,2,2,2,13,32,420,540,4,5
141,,,8,2,2,2,71,18,180,300,1,5
142,,,4,2,2,2,19,18,420,540,3,5
143,,,5,1,2,2,25,42,420,540,3,5
144,,,4,2,2,2,22,69,180,300,4,5
145,,,5,1,2,2,77,20,300,600,3,5
146,,,9,2,2,2,92,97,0,300,1,5
147,,,8,2,2,2,71,96,60,180,4,5
148,,,8,1,2,2,66,74,300,600,2,5
149,,,3,2,2,2,27,100,0,300,4,5
150,,,5,2,2,2,3,83,0,300,4,5
151,,,6,2,2,2,54,28,420,540,2,5
152,,,6,2,2,2,31,68,420,540,3,5
153,,,10,2,2,2,40,38,60,180,1,5
154,,,9,2,2,2,44,22,60,180,3,5
155,,,7,2,2,2,27,62,60,180,4,5
156,,,2,2,2,2,32,57,300,600,1,5
157,,,5,1,2,2,59,44,300,600,4,5
158,,,8,2,2,2,55,41,420,540,1,5
159,,,6,2,2,2,75,96,300,600,4,5
160,,,8,2,2,2,95,60,0,300,3,5
161,,,8,2,2,2,72,100,180,300,3,5
162,,,7,2,2,2,62,1,60,180,1,5
163,,,2,2,2,2,13,70,420,540,2,5
164,,,2,2,2,2,30,75,180,300,2,5
165,,,2,2,2,2,17,44,420,540,2,5
166,,,7,2,2,2,85,72,420,540,1,5
167,,,3,2,2,2,45,18,0,300,4,5
168,,,2,1,2,2,24,93,300,600,2,5
169,,,4,2,2,2,4,67,180,300,1,5
170,,,3,1,2,2,72,7,420,540,1,5
171,,,5,2,2,2,70,56,180,300,4,5
172,,,5,2,2,2,79,10,0,300,3,5
173,,,3,2,2,2,90,8,420,540,4,5
174,,,5,2,2,2,3,82,420,540,2,5
175,,,4,1,2,2,75,28,300,600,4,5
176,,,3,2,2,2,57,44,300,420,2,5
177,,,7,1,2,2,61,81,300,600,1,5
178,,,6,1,2,2,80,31,300,600,1,5
179,,,5,2,2,2,47,100,0,300,4,5
180,,,6,2,2,2,0,7,420,540,3,5
181,,,5,2,2,2,52,71,420,540,1,5
182,,,7,2,2,2,89,94,180,300,1,5
183,,,5,2,2,2,12,28,180,300,3,5
184,,,5,2,2,2,56,2,180,300,4,5
185,,,3,2,2,2,2,65,60,180,3,5
186,,,8,2,2,2,82,24,60,180,1,5
187,,,9,2,2,2,27,97,60,180,4,5
188,,,9,1,2,2,61,45,420,540,1,5
189,,,5,2,2,2,14,80,420,540,3,5
190,,,5,1,2,2,47,73,420,540,4,5
191,,,8,2,2,2,67,62,300,600,4,5
192,,,5,2,2,2,47,61,420,540,3,5
193,,,8,2,2,2,26,13,420,540,4,5
194,,,2,2,2,2,99,45,300,600,2,5
195,,,7,2,2,2,7,74,180,300,4,5
196,,,6,2,2,2,16,37,300,600,4,5
197,,,5,2,2,2,11,69,180,300,3,5
198,,,7,2,2,2,29,88,180,300,3,5
199,,,3,2,2,2,59,15,180,300,1,5
200,,,8,2,2,2,9,36,420,540,3,5
201,,,4,1,2,2,98,58,300,600,4,5
202,,,6,2,2,2,27,61,180,300,4,5
203,,,9,2,2,2,26,94,60,180,3,5
204,,,5,2,2,2,78,80,180,300,4,5
205,,,4,2,2,2,39,85,0,300,2,5
206,,,5,2,2,2,62,46,180,300,1,5
207,,,3,2,2,2,10,19,300,420,4,5
208,,,9,2,2,2,88,39,420,540,3,5
209,,,6,2,2,2,14,51,60,180,3,5
210,,,5,2,2,2,27,79,300,600,4,5
211,,,5,1,2,2,65,52,420,540,2,5
212,,,9,2,2,2,90,66,300,600,1,5
213,,,5,2,2,2,78,63,0,300,2,5
214,,,5,2,2,2,94,36,180,300,3,5
215,,,10,2,2,2,49,6,300,420,3,5
216,,,5,1,2,2,48,16,300,600,2,5
217,,,5,2,2,2,97,76,420,540,2,5
218,,,2,2,2,2,91,29,420,540,3,5
219,,,5,2,2,2,65,26,0,300,2,5
220,,,8,2,2,2,71,10,420,540,1,5
221,,,7,2,2,2,57,75,300,420,3,5
222,,,8,2,2,2,19,70,300,420,3,5
223,,,9,2,2,2,88,46,60,180,4,5
224,,,5,2,2,2,36,3,420,540,4,5
225,,,4,2,2,2,43,96,180,300,2,5
226,,,6,2,2,2,6,91,300,600,2,5
227,,,6,2,2,2,18,66,300,420,3,5
228,,,1,1,2,2,76,85,300,600,2,5
229,,,4,2,2,2,40,76,300,600,4,5
230,,,1,1,2,2,70,84,300,600,1,5
231,,,5,1,2,2,27,1,300,600,4,5
232,,,6,2,2,2,45,10,300,420,2,5
233,,,3,1,2,2,31,76,300,600,3,5
234,,,8,2,2,2,72,6,300,420,2,5
235,,,7,1,2,2,68,80,420,540,4,5
236,,,3,2,2,2,5,85,60,180,2,5
237,,,5,1,2,2,13,61,420,540,3,5
238,,,5,2,2,2,12,4,420,540,3,5
239,,,2,2,2,2,75,66,300,420,3,5
240,,,2,1,2,2,13,59,420,540,1,5
241,,,7,1,2,2,22,65,420,540,1,5
242,,,9,1,2,2,94,59,300,600,1,5
243,,,8,2,2,2,82,75,0,300,1,5
244,,,3,2,2,2,52,44,420,540,4,5
245,,,5,1,2,2,73,72,300,600,1,5
246,,,6,1,2,2,5,46,300,600,4,5
247,,,4,1,2,2,45,67,300,600,1,5
248,,,7,2,2,2,77,62,0,300,4,5
249,,,4,2,2,2,44,12,420,540,4,5
250,,,6,2,2,2,34,45,0,300,3,5
251,,,5,2,2,2,91,35,0,300,2,5
252,,,4,1,2,2,43,64,300,600,2,5
253,,,8,1,2,2,85,22,420,540,4,5
254,,,4,2,2,2,42,63,300,420,2,5
255,,,9,2,2,2,49,17,0,300,1,5
256,,,9,2,2,2,15,48,0,300,1,5
257,,,4,2,2,2,89,6,420,540,1,5
258,,,1,1,2,2,7,89,420,540,1,5
259,,,3,2,2,2,7,84,180,300,3,5
260,,,5,2,2,2,46,71,0,300,2,5
261,,,3,2,2,2,90,56,420,540,4,5
262,,,3,1,2,2,33,14,420,540,4,5
263,,,9,2,2,2,71,9,60,180,4,5
264,,,1,1,2,2,5,97,420,540,3,5
265,,,8,2,2,2,58,98,180,300,4,5
266,,,3,2,2,2,73,48,300,420,1,5
267,,,8,2,2,2,64,69,0,300,3,5
268,,,4,2,2,2,22,19,300,600,4,5
269,,,6,2,2,2,50,38,60,180,2,5
270,,,6,1,2,2,79,36,300,600,4,5
271,,,7,2,2,2,53,49,180,300,1,5
272,,,8,2,2,2,1,37,300,420,2,5
273,,,6,2,2,2,45,2,0,300,2,5
274,,,1,1,2,2,77,37,300,600,1,5
275,,,4,1,2,2,45,87,300,600,4,5
276,,,7,2,2,2,20,71,0,300,4,5
277,,,2,2,2,2,51,16,420,540,4,5
278,,,6,2,2,2,32,71,180,300,2,5
279,,,5,2,2,2,99,55,0,300,3,5
280,,,9,2,2,2,89,94,60,180,3,5
281,,,9,2,2,2,53,82,300,420,2,5
282,,,3,2,2,2,87,39,420,540,3,5
283,,,6,2,2,2,64,63,300,600,2,5
284,,,6,2,2,2,55,46,420,540,1,5
285,,,5,2,2,2,2,54,60,180,4,5
286,,,9,2,2,2,49,87,300,600,2,5
287,,,7,2,2,2,23,65,0,300,3,5
288,,,5,2,2,2,67,66,300,420,2,5
289,,,7,2,2,2,37,20,300,420,4,5
290,,,8,2,2,2,11,11,420,540,3,5
291,,,6,2,2,2,70,79,300,420,4,5
292,,,4,2,2,2,71,96,300,600,2,5
293,,,5,1,2,2,39,4,420,540,2,5
294,,,9,2,2,2,56,62,180,300,1,5
295,,,9,1,2,2,44,93,300,600,3,5
296,,,7,2,2,2,21,11,0,300,3,5
297,,,7,2,2,2,39,96,0,300,1,5
298,,,8,2,2,2,76,5,180,300,2,5
299,,,4,2,2,2,70,55,180,300,3,5
300,,,3,2,2,2,79,31,60,180,4,5
301,,,4,1,2,2,22,14,300,600,3,5
302,,,7,2,2,2,74,65,420,540,3,5
303,,,6,2,2,2,8,46,300,420,2,5
304,,,5,2,2,2,11,66,300,600,3,5
305,,,6,2,2,2,6,27,420,540,1,5
306,,,4,2,2,2,63,10,180,300,2,5
307,,,5,2,2,2,85,70,420,540,3,5
308,,,4,1,2,2,66,94,300,600,1,5
309,,,5,2,2,2,94,83,180,300,4,5
310,,,2,2,2,2,36,76,420,540,2,5
311,,,6,2,2,2,92,22,0,300,1,5
312,,,7,2,2,2,30,89,420,540,4,5
313,,,7,2,2,2,89,38,420,540,2,5
314,,,6,2,2,2,43,9,0,300,4,5
315,,,7,1,2,2,65,80,300,600,3,5
316,,,5,2,2,2,34,15,300,420,1,5
317,,,4,2,2,2,92,46,420,540,4,5
318,,,2,1,2,2,74,78,300,600,3,5
319,,,4,2,2,2,17,86,180,300,1,5
320,,,6,2,2,2,13,50,420,540,4,5
321,,,3,2,2,2,68,69,0,300,4,5
322,,,5,1,2,2,4,79,300,600,3,5
323,,,6,2,2,2,35,27,0,300,3,5
324,,,7,2,2,2,6,61,0,300,1,5
325,,,8,1,2,2,21,54,300,600,3,5
326,,,4,2,2,2,12,94,0,300,2,5
327,,,6,2,2,2,49,45,420,540,2,5
328,,,4,2,2,2,8,34,300,600,1,5
329,,,7,2,2,2,36,19,180,300,3,5
330,,,2,1,2,2,60,11,300,600,3,5
331,,,5,1,2,2,22,77,420,540,2,5
332,,,6,2,2,2,2,18,60,180,4,5
333,,,7,2,2,2,82,14,420,540,3,5
334,,,8,1,2,2,26,80,420,540,2,5
335,,,5,2,2,2,22,6,300,600,4,5
336,,,6,2,2,2,6,11,420,540,3,5
337,,,3,2,2,2,9,100,300,600,4,5
338,,,8,2,2,2,27,56,60,180,2,5
339,,,2,2,2,2,33,63,60,180,3,5
340,,,5,2,2,2,59,71,420,540,1,5
341,,,5,2,2,2,67,50,420,540,2,5
342,,,5,2,2,2,36,80,0,300,3,5
343,,,7,2,2,2,11,68,180,300,2,5
344,,,7,2,2,2,2,83,60,180,4,5
345,,,4,2,2,2,13,71,0,300,2,5
346,,,6,1,2,2,90,63,300,600,1,5
347,,,6,2,2,2,48,82,0,300,1,5
348,,,10,2,2,2,50,41,60,180,1,5
349,,,4,2,2,2,80,88,300,420,1,5
350,,,8,1,2,2,0,25,300,600,2,5
351,,,9,1,2,2,46,77,420,540,1,5
352,,,4,1,2,2,62,30,300,600,2,5
353,,,8,2,2,2,10,99,180,300,2,5
354,,,10,2,2,2,60,24,300,420,4,5
355,,,5,2,2,2,76,25,60,180,2,5
356,,,5,2,2,2,37,74,180,300,1,5
357,,,4,2,2,2,38,74,420,540,4,5
358,,,8,2,2,2,83,69,0,300,1,5
359,,,2,2,2,2,67,36,180,300,3,5
360,,,3,2,2,2,96,80,300,420,2,5
361,,,5,2,2,2,89,31,180,300,4,5
362,,,6,2,2,2,43,97,300,420,3,5
363,,,2,2,2,2,47,45,180,300,1,5
364,,,3,2,2,2,19,46,60,180,3,5
365,,,4,2,2,2,75,60,0,300,2,5
366,,,2,2,2,2,73,6,60,180,2,5
367,,,2,1,2,2,100,26,420,540,3,5
368,,,7,2,2,2,48,16,420,540,3,5
369,,,5,2,2,2,85,0,60,180,2,5
370,,,5,2,2,2,73,81,0,300,1,5
371,,,3,2,2,2,16,13,180,300,1,5
372,,,9,2,2,2,22,16,420,540,1,5
373,,,3,2,2,2,71,81,0,300,2,5
374,,,4,2,2,2,23,1,180,300,1,5
375,,,6,2,2,2,95,52,300,420,2,5
376,,,3,2,2,2,44,39,300,420,2,5
377,,,5,2,2,2,43,3,180,300,1,5
378,,,3,1,2,2,85,21,300,600,4,5
379,,,8,2,2,2,52,91,300,600,3,5
380,,,4,2,2,2,19,96,60,180,1,5
381,,,3,2,2,2,52,76,420,540,1,5
382,,,6,2,2,2,17,50,0,300,2,5
383,,,6,2,2,2,27,39,60,180,4,5
384,,,6,1,2,2,11,75,420,540,2,5
385,,,4,2,2,2,85,31,0,300,2,5
386,,,6,2,2,2,18,6,0,300,4,5
387,,,5,2,2,2,39,48,300,600,1,5
388,,,9,2,2,2,10,54,60,180,2,5
389,,,5,2,2,2,82,15,420,540,4,5
390,,,9,2,2,2,2,0,420,540,4,5
391,,,5,2,2,2,79,78,60,180,4,5
392,,,3,2,2,2,95,93,300,600,1,5
393,,,2,2,2,2,24,25,60,180,2,5
394,,,6,2,2,2,35,6,180,300,1,5
395,,,6,2,2,2,41,23,0,300,4,5
396,,,7,2,2,2,4,13,180,300,1,5
397,,,6,2,2,2,93,13,420,540,2,5
398,,,4,2,2,2,45,3,0,300,3,5
399,,,2,1,2,2,49,59,420,540,3,5
400,,,3,2,2,2,70,66,0,300,1,5
401,,,6,2,2,2,36,50,300,420,1,5
402,,,7,2,2,2,55,73,60,180,4,5
403,,,3,2,2,2,73,72,300,420,4,5
404,,,4,2,2,2,96,71,300,600,2,5
405,,,2,2,2,2,84,33,300,600,1,5
406,,,6,2,2,2,75,57,420,540,1,5
407,,,3,2,2,2,98,3,420,540,4,5
408,,,4,2,2,2,70,84,0,300,1,5
409,,,5,2,2,2,21,39,180,300,2,5
410,,,9,2,2,2,91,32,300,420,3,5
411,,,9,2,2,2,60,40,300,600,1,5
412,,,3,1,2,2,98,63,420,540,3,5
413,,,8,2,2,2,29,87,420,540,3,5
414,,,9,2,2,2,27,76,300,600,2,5
415,,,6,2,2,2,87,85,300,420,1,5
416,,,4,2,2,2,62,70,420,540,1,5
417,,,3,2,2,2,80,31,0,300,2,5
418,,,6,2,2,2,50,97,0,300,3,5
419,,,6,2,2,2,22,5,0,300,1,5
420,,,6,2,2,2,70,40,420,540,3,5
421,,,4,1,2,2,29,20,420,540,3,5
422,,,4,2,2,2,34,96,0,300,1,5
423,,,4,1,2,2,89,62,420,540,1,5
424,,,10,2,2,2,24,30,60,180,3,5
425,,,7,2,2,2,98,33,300,420,4,5
426,,,3,1,2,2,68,55,300,600,4,5
427,,,10,2,2,2,46,40,0,300,1,5
428,,,3,2,2,2,50,72,0,300,1,5
429,,,6,2,2,2,83,42,420,540,3,5
430,,,3,2,2,2,32,49,60,180,4,5
431,,,3,2,2,2,57,76,180,300,3,5
432,,,5,2,2,2,32,56,180,300,2,5
433,,,2,2,2,2,98,40,300,600,1,5
434,,,7,1,2,2,16,29,300,600,4,5
435,,,3,2,2,2,67,80,300,420,3,5
436,,,7,2,2,2,56,42,60,180,3,5
437,,,7,2,2,2,60,39,300,600,1,5
438,,,7,2,2,2,51,80,180,300,1,5
439,,,4,2,2,2,54,98,60,180,3,5
440,,,6,1,2,2,39,100,300,600,4,5
441,,,7,1,2,2,5,12,300,600,3,5
442,,,5,2,2,2,20,97,420,540,3,5
443,,,5,2,2,2,49,34,180,300,3,5
444,,,7,2,2,2,38,57,60,180,1,5
445,,,3,1,2,2,62,98,300,600,4,5
446,,,7,1,2,2,78,93,300,600,3,5
447,,,7,2,2,2,8,3,300,600,3,5
448,,,4,1,2,2,63,31,420,540,2,5
449,,,4,2,2,2,54,29,60,180,3,5
450,,,9,2,2,2,79,57,300,420,3,5
451,,,9,2,2,2,71,59,180,300,1,5
452,,,4,2,2,2,51,98,300,420,3,5
453,,,6,1,2,2,12,92,420,540,1,5
454,,,6,2,2,2,7,16,0,300,3,5
455,,,3,2,2,2,69,76,180,300,1,5
456,,,5,2,2,2,50,0,0,300,4,5
457,,,4,2,2,2,44,24,60,180,1,5
458,,,4,2,2,2,47,45,420,540,2,5
459,,,5,2,2,2,100,3,180,300,1,5
460,,,3,2,2,2,81,89,300,420,1,5
461,,,8,2,2,2,84,41,420,540,2,5
462,,,7,2,2,2,21,51,180,300,4,5
463,,,6,2,2,2,56,31,180,300,4,5
464,,,4,1,2,2,82,28,300,600,3,5
465,,,5,2,2,2,31,43,300,420,1,5
466,,,9,2,2,2,44,8,180,300,1,5
467,,,3,2,2,2,93,90,420,540,1,5
468,,,4,2,2,2,61,79,180,300,1,5
469,,,3,2,2,2,77,19,420,540,3,5
470,,,7,2,2,2,6,0,0,300,1,5
471,,,7,1,2,2,95,78,420,540,1,5
472,,,7,2,2,2,35,56,0,300,3,5
473,,,10,2,2,2,78,100,420,540,1,5
474,,,6,1,2,2,61,74,300,600,1,5
475,,,5,2,2,2,42,51,180,300,3,5
476,,,5,2,2,2,97,34,60,180,1,5
477,,,7,2,2,2,64,73,60,180,1,5
478,,,10,2,2,2,64,59,0,300,2,5
479,,,8,2,2,2,93,61,60,180,4,5
480,,,6,2,2,2,70,98,180,300,3,5
481,,,8,2,2,2,14,60,180,300,2,5
482,,,6,2,2,2,30,53,60,180,2,5
483,,,4,2,2,2,69,63,180,300,3,5
484,,,5,2,2,2,38,47,0,300,2,5
485,,,6,2,2,2,38,64,60,180,4,5
486,,,7,2,2,2,7,64,0,300,3,5
487,,,8,2,2,2,68,68,300,420,4,5
488,,,8,2,2,2,8,90,420,540,1,5
489,,,4,2,2,2,72,39,180,300,1,5
490,,,5,1,2,2,0,70,420,540,1,5
491,,,2,2,2,2,95,54,60,180,3,5
492,,,2,1,2,2,31,4,300,600,2,5
493,,,4,2,2,2,47,53,0,300,2,5
494,,,6,2,2,2,67,90,420,540,4,5
495,,,2,1,2,2,87,37,420,540,1,5
496,,,9,2,2,2,98,82,300,420,3,5
497,,,6,2,2,2,69,68,60,180,4,5
498,,,6,1,2,2,92,85,420,540,2,5
499,,,3,2,2,2,63,2,300,420,2,5
500,,,3,2,2,2,11,99,180,300,4,5
501,,,8,2,2,2,7,87,300,420,4,5
502,,,4,2,2,2,67,25,300,420,1,5
503,,,4,1,2,2,59,69,420,540,3,5
504,,,9,2,2,2,69,80,60,180,1,5
505,,,5,2,2,2,65,57,180,300,3,5
506,,,7,2,2,2,38,69,420,540,4,5
507,,,9,1,2,2,44,25,420,540,2,5
508,,,5,2,2,2,55,83,0,300,4,5
509,,,3,2,2,2,72,30,300,600,2,5
510,,,8,2,2,2,50,14,180,300,1,5
511,,,3,2,2,2,59,21,420,540,2,5
512,,,8,1,2,2,21,40,300,600,1,5
513,,,5,2,2,2,9,31,420,540,1,5
514,,,4,2,2,2,50,86,180,300,1,5
515,,,8,2,2,2,86,94,60,180,3,5
516,,,9,2,2,2,95,44,0,300,2,5
517,,,4,2,2,2,62,17,180,300,2,5
518,,,5,1,2,2,42,82,300,600,3,5
519,,,7,2,2,2,96,69,180,300,4,5
520,,,3,2,2,2,32,90,60,180,1,5
521,,,5,2,2,2,32,7,300,600,3,5
522,,,8,1,2,2,97,95,420,540,1,5
523,,,5,2,2,2,17,62,300,420,2,5
524,,,2,2,2,2,65,80,300,600,1,5
525,,,10,2,2,2,9,43,420,540,1,5
526,,,5,2,2,2,61,39,0,300,4,5
527,,,7,2,2,2,72,35,300,420,4,5
528,,,5,2,2,2,58,14,300,420,1,5
529,,,9,1,2,2,10,40,300,600,4,5
530,,,4,2,2,2,4,36,180,300,1,5
531,,,2,2,2,2,2,86,60,180,4,5
532,,,9,2,2,2,88,33,180,300,4,5
533,,,7,2,2,2,3,74,420,540,4,5
534,,,5,2,2,2,24,24,180,300,1,5
535,,,5,2,2,2,75,45,420,540,2,5
536,,,2,2,2,2,79,52,300,600,3,5
537,,,4,2,2,2,68,72,300,600,2,5
538,,,6,2,2,2,10,37,60,180,2,5
539,,,7,1,2,2,67,56,300,600,1,5
540,,,8,2,2,2,57,30,420,540,4,5
541,,,6,2,2,2,85,30,0,300,4,5
542,,,8,2,2,2,96,15,420,540,1,5
543,,,6,2,2,2,0,11,300,600,4,5
544,,,8,1,2,2,4,81,420,540,1,5
545,,,3,1,2,2,7,79,420,540,3,5
546,,,8,1,2,2,39,80,300,600,3,5
547,,,8,1,2,2,32,13,300,600,2,5
548,,,4,2,2,2,67,43,180,300,2,5
549,,,8,1,2,2,50,35,300,600,4,5
550,,,5,1,2,2,53,65,300,600,3,5
551,,,6,2,2,2,16,57,60,180,4,5
552,,,5,2,2,2,96,38,180,300,1,5
553,,,3,1,2,2,66,73,300,600,3,5
554,,,6,2,2,2,38,45,180,300,1,5
555,,,3,2,2,2,28,85,300,600,2,5
556,,,8,2,2,2,27,51,420,540,3,5
557,,,5,2,2,2,98,54,300,600,4,5
558,,,2,1,2,2,2,39,300,600,2,5
559,,,5,2,2,2,51,37,0,300,2,5
560,,,7,2,2,2,71,3,0,300,3,5
561,,,8,2,2,2,15,59,300,600,1,5
562,,,4,1,2,2,44,73,300,600,2,5
563,,,3,1,2,2,42,35,300,600,4,5
564,,,7,2,2,2,74,13,300,600,1,5
565,,,3,2,2,2,85,83,60,180,3,5
566,,,7,1,2,2,24,38,300,600,2,5
567,,,7,2,2,2,71,2,300,600,4,5
568,,,8,2,2,2,4,70,60,180,1,5
569,,,7,2,2,2,100,61,60,180,4,5
570,,,10,2,2,2,73,35,180,300,2,5
571,,,5,2,2,2,86,82,180,300,1,5
572,,,5,1,2,2,95,48,420,540,2,5
573,,,8,2,2,2,52,81,420,540,1,5
574,,,8,2,2,2,53,82,0,300,1,5
575,,,5,2,2,2,67,99,60,180,3,5
576,,,8,1,2,2,79,21,420,540,2,5
577,,,7,2,2,2,81,40,60,180,3,5
578,,,8,1,2,2,86,75,420,540,2,5
579,,,4,2,2,2,38,11,300,600,2,5
580,,,3,2,2,2,65,5,420,540,1,5
581,,,7,2,2,2,87,9,300,600,2,5
582,,,3,2,2,2,73,15,420,540,1,5
583,,,3,2,2,2,57,67,300,420,2,5
584,,,5,2,2,2,54,63,60,180,1,5
585,,,7,2,2,2,38,70,420,540,4,5
586,,,5,2,2,2,68,10,180,300,2,5
587,,,7,2,2,2,94,69,0,300,4,5
588,,,10,2,2,2,66,39,300,420,4,5
589,,,7,2,2,2,0,5,300,420,3,5
590,,,4,2,2,2,73,96,420,540,1,5
591,,,4,2,2,2,30,27,60,180,2,5
592,,,7,1,2,2,23,68,420,540,2,5
593,,,7,2,2,2,83,6,180,300,3,5
594,,,8,2,2,2,7,64,0,300,3,5
595,,,6,2,2,2,48,27,180,300,2,5
596,,,6,2,2,2,80,37,60,180,1,5
597,,,9,2,2,2,84,81,0,300,2,5
598,,,9,2,2,2,2,46,60,180,4,5
599,,,7,2,2,2,74,95,300,600,4,5
600,,,8,1,2,2,36,65,420,540,4,5
601,,,7,2,2,2,88,100,180,300,4,5
602,,,5,2,2,2,29,33,300,600,2,5
603,,,7,2,2,2,15,49,0,300,2,5
604,,,1,1,2,2,29,83,300,600,4,5
605,,,8,1,2,2,15,91,300,600,3,5
606,,,2,2,2,2,75,72,420,540,2,5
607,,,9,2,2,2,80,68,180,300,3,5
608,,,8,1,2,2,84,65,300,600,1,5
609,,,2,1,2,2,46,15,300,600,1,5
610,,,7,1,2,2,40,93,300,600,1,5
611,,,5,2,2,2,16,99,180,300,3,5
612,,,6,2,2,2,50,39,60,180,3,5
613,,,9,2,2,2,2,100,300,420,4,5
614,,,5,2,2,2,29,32,180,300,1,5
615,,,8,2,2,2,31,38,60,180,4,5
616,,,4,1,2,2,25,61,420,540,2,5
617,,,4,1,2,2,74,28,300,600,4,5
618,,,8,2,2,2,51,59,420,540,1,5
619,,,6,2,2,2,81,36,60,180,4,5
620,,,7,2,2,2,96,47,420,540,1,5
621,,,6,2,2,2,91,18,0,300,4,5
622,,,5,1,2,2,11,86,420,540,4,5
623,,,6,2,2,2,20,80,0,300,2,5
624,,,2,2,2,2,2,80,60,180,4,5
625,,,2,2,2,2,70,86,0,300,1,5
626,,,7,2,2,2,84,40,60,180,2,5
627,,,2,1,2,2,34,26,420,540,4,5
628,,,9,2,2,2,93,66,180,300,4,5
629,,,9,2,2,2,98,94,420,540,1,5
630,,,8,2,2,2,63,12,180,300,2,5
631,,,2,2,2,2,54,71,60,180,4,5
632,,,5,1,2,2,22,30,300,600,3,5
633,,,4,2,2,2,41,16,300,600,3,5
634,,,8,2,2,2,26,38,0,300,2,5
635,,,3,2,2,2,78,21,0,300,3,5
636,,,10,2,2,2,85,75,300,420,3,5
637,,,3,1,2,2,4,13,300,600,4,5
638,,,6,2,2,2,16,85,180,300,2,5
639,,,3,2,2,2,57,2,300,600,1,5
640,,,6,2,2,2,88,32,420,540,3,5
641,,,8,2,2,2,79,56,180,300,4,5
642,,,6,1,2,2,65,56,300,600,1,5
643,,,4,2,2,2,79,81,60,180,1,5
644,,,7,2,2,2,17,1,300,420,1,5
645,,,6,2,2,2,56,73,0,300,2,5
646,,,3,1,2,2,88,7,420,540,2,5
647,,,4,2,2,2,6,2,0,300,1,5
648,,,5,2,2,2,8,48,420,540,1,5
649,,,7,2,2,2,18,55,60,180,1,5
650,,,7,2,2,2,66,63,0,300,2,5
651,,,8,1,2,2,61,75,300,600,1,5
652,,,3,2,2,2,77,96,180,300,1,5
653,,,6,2,2,2,49,8,180,300,2,5
654,,,6,2,2,2,4,39,420,540,3,5
655,,,8,2,2,2,68,92,180,300,2,5
656,,,4,2,2,2,88,46,420,540,1,5
657,,,6,2,2,2,39,57,300,420,1,5
658,,,4,2,2,2,8,22,420,540,4,5
659,,,7,2,2,2,69,23,180,300,3,5
